id,lon,lat,location,area,type,outcome
1055,-1.54690400,55.12994600,On or near Cowpen Road,Northumberland 022D,Criminal damage and arson,Under investigation
1056,-1.54121800,55.12801900,On or near Cowpen Hall Road,Northumberland 022D,Criminal damage and arson,Under investigation
1057,-1.54707700,55.12853600,On or near Teesdale Place,Northumberland 022D,Criminal damage and arson,Under investigation
1058,-1.50721500,55.12442700,On or near Oxford Street,Northumberland 023A,Criminal damage and arson,Under investigation
1059,-1.50603800,55.12326300,On or near Plessey Road,Northumberland 023A,Criminal damage and arson,Under investigation
1060,-1.50721500,55.12442700,On or near Oxford Street,Northumberland 023A,Criminal damage and arson,Under investigation
1061,-1.51204200,55.12595600,On or near Bondicar Terrace,Northumberland 023A,Criminal damage and arson,Investigation complete; no suspect identified
1062,-1.50905500,55.12398500,On or near Richard Street,Northumberland 023A,Criminal damage and arson,Investigation complete; no suspect identified
1063,-1.50721500,55.12442700,On or near Oxford Street,Northumberland 023A,Criminal damage and arson,Investigation complete; no suspect identified
1064,-1.51323300,55.12863000,On or near Summers Street,Northumberland 023B,Criminal damage and arson,Under investigation
1065,-1.50827900,55.12717200,On or near Bridge Street,Northumberland 023B,Criminal damage and arson,Under investigation
1066,-1.51542200,55.12657200,On or near Parking Area,Northumberland 023B,Criminal damage and arson,Under investigation
1067,-1.51302000,55.12938400,On or near Keelmans Terrace,Northumberland 023B,Criminal damage and arson,Awaiting court outcome
1068,-1.50767600,55.12779000,On or near Union Street,Northumberland 023B,Criminal damage and arson,Under investigation
1069,-1.51455700,55.12416000,On or near Cypress Drive,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1070,-1.51455700,55.12416000,On or near Cypress Drive,Northumberland 023B,Criminal damage and arson,Under investigation
1071,-1.51699200,55.13031600,On or near Salisbury Street,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1072,-1.51429900,55.12866100,On or near Gatacre Street,Northumberland 023B,Criminal damage and arson,Under investigation
1073,-1.51323300,55.12863000,On or near Summers Street,Northumberland 023B,Criminal damage and arson,Awaiting court outcome
1074,-1.51455700,55.12416000,On or near Cypress Drive,Northumberland 023B,Criminal damage and arson,Under investigation
1075,-1.51590400,55.12301500,On or near Broadway Circle,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1076,-1.51393500,55.12631400,On or near Arthur Street,Northumberland 023B,Criminal damage and arson,Under investigation
1077,-1.51066100,55.12737000,On or near Supermarket,Northumberland 023B,Criminal damage and arson,Under investigation
1078,-1.51455700,55.12416000,On or near Cypress Drive,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1079,-1.51628000,55.12955000,On or near Gladstone Street,Northumberland 023B,Criminal damage and arson,Under investigation
1080,-1.51302000,55.12938400,On or near Keelmans Terrace,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1081,-1.51666000,55.12537300,On or near Renwick Road,Northumberland 023B,Criminal damage and arson,Investigation complete; no suspect identified
1082,-1.51817800,55.12561200,On or near Chancery Lane,Northumberland 023C,Criminal damage and arson,Investigation complete; no suspect identified
1083,-1.51786100,55.12715700,On or near Cowpen Road,Northumberland 023C,Criminal damage and arson,Under investigation
1084,-1.51793200,55.12647400,On or near Harper Street,Northumberland 023C,Criminal damage and arson,Investigation complete; no suspect identified
1085,-1.50925900,55.12148800,On or near George Street,Northumberland 023C,Criminal damage and arson,Investigation complete; no suspect identified
1086,-1.50342500,55.12154500,On or near Rosemary Terrace,Northumberland 023D,Criminal damage and arson,Under investigation
1087,-1.50223100,55.11791900,On or near Gordon Road,Northumberland 023D,Criminal damage and arson,Investigation complete; no suspect identified
1088,-1.50223100,55.11791900,On or near Gordon Road,Northumberland 023D,Criminal damage and arson,Investigation complete; no suspect identified
1089,-1.50133400,55.11193900,On or near Elfin Way,Northumberland 023D,Criminal damage and arson,Investigation complete; no suspect identified
1090,-1.50237900,55.11991400,On or near Nixon Terrace,Northumberland 023D,Criminal damage and arson,Under investigation
1091,-1.50209000,55.12043400,On or near Twizell Street,Northumberland 023E,Criminal damage and arson,Under investigation
1092,-1.50050800,55.12533400,On or near Bath Terrace,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1093,-1.50346400,55.12344100,On or near Park Road,Northumberland 023E,Criminal damage and arson,Under investigation
1094,-1.50346400,55.12344100,On or near Park Road,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1095,-1.50285000,55.12236100,On or near Hawthorne Road,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1096,-1.50301000,55.12593800,On or near Forster Street,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1097,-1.50494200,55.12566700,On or near Stanley Street,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1098,-1.50209000,55.12043400,On or near Twizell Street,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1099,-1.50352000,55.12525700,On or near Percy Street South,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1100,-1.49922900,55.12479000,On or near East Park View,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1101,-1.50050800,55.12533400,On or near Bath Terrace,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1102,-1.50048500,55.12596300,On or near Bath Lane,Northumberland 023E,Criminal damage and arson,Investigation complete; no suspect identified
1103,-1.52938900,55.12832500,On or near King'S Gardens,Northumberland 024A,Criminal damage and arson,Investigation complete; no suspect identified
1104,-1.52646900,55.12998500,On or near Temple Avenue,Northumberland 024A,Criminal damage and arson,Under investigation
1105,-1.52646900,55.12998500,On or near Temple Avenue,Northumberland 024A,Criminal damage and arson,Under investigation
1106,-1.52646900,55.12998500,On or near Temple Avenue,Northumberland 024A,Criminal damage and arson,Investigation complete; no suspect identified
1107,-1.52938900,55.12832500,On or near King'S Gardens,Northumberland 024A,Criminal damage and arson,Investigation complete; no suspect identified
1108,-1.52563700,55.11807500,On or near Wordsworth Avenue,Northumberland 024B,Criminal damage and arson,Under investigation
1109,-1.52399400,55.11913800,On or near Newsham Road,Northumberland 024B,Criminal damage and arson,Investigation complete; no suspect identified
1110,-1.52563700,55.11807500,On or near Wordsworth Avenue,Northumberland 024B,Criminal damage and arson,Investigation complete; no suspect identified
1111,-1.52747200,55.11801000,On or near Byron Avenue,Northumberland 024B,Criminal damage and arson,Investigation complete; no suspect identified
1112,-1.52077800,55.12455300,On or near Parking Area,Northumberland 024C,Criminal damage and arson,Investigation complete; no suspect identified
1113,-1.53183100,55.12608800,On or near Dene View Drive,Northumberland 024C,Criminal damage and arson,Investigation complete; no suspect identified
1114,-1.51904500,55.11997200,On or near Jubilee Court,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1115,-1.51118400,55.11789200,On or near Wansbeck Avenue,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1116,-1.51118400,55.11789200,On or near Wansbeck Avenue,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1117,-1.51118400,55.11789200,On or near Wansbeck Avenue,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1118,-1.51469900,55.11768200,On or near Sports/Recreation Area,Northumberland 024D,Criminal damage and arson,Awaiting court outcome
1119,-1.50979500,55.12122900,On or near Coronation Street,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1120,-1.51118400,55.11789200,On or near Wansbeck Avenue,Northumberland 024D,Criminal damage and arson,Investigation complete; no suspect identified
1121,-1.52167700,55.11885000,On or near Eighth Avenue,Northumberland 024E,Criminal damage and arson,Under investigation
1122,-1.52359700,55.11557800,On or near Sports/Recreation Area,Northumberland 024E,Criminal damage and arson,Under investigation
1123,-1.54091000,55.12334600,On or near Kingsdale Avenue,Northumberland 025A,Criminal damage and arson,Under investigation
1124,-1.54091000,55.12334600,On or near Kingsdale Avenue,Northumberland 025A,Criminal damage and arson,Investigation complete; no suspect identified
1125,-1.54091000,55.12334600,On or near Kingsdale Avenue,Northumberland 025A,Criminal damage and arson,Under investigation
1126,-1.54091000,55.12334600,On or near Kingsdale Avenue,Northumberland 025A,Criminal damage and arson,Investigation complete; no suspect identified
1127,-1.54448700,55.12184000,On or near Monkdale Avenue,Northumberland 025A,Criminal damage and arson,Investigation complete; no suspect identified
1128,-1.54091000,55.12334600,On or near Kingsdale Avenue,Northumberland 025A,Criminal damage and arson,Under investigation
1129,-1.54984700,55.12624500,On or near Inglewood Close,Northumberland 025A,Criminal damage and arson,Investigation complete; no suspect identified
1130,-1.53199400,55.10943700,On or near Horton Place,Northumberland 025B,Criminal damage and arson,Investigation complete; no suspect identified
1131,-1.53385600,55.10706300,On or near Etal Road,Northumberland 025B,Criminal damage and arson,Under investigation
1132,-1.53013400,55.10633900,On or near Cottingwood Green,Northumberland 025B,Criminal damage and arson,Under investigation
1133,-1.53096900,55.11264100,On or near Elliott Street,Northumberland 025C,Criminal damage and arson,Under investigation
1134,-1.52893700,55.11617400,On or near Thropton Avenue,Northumberland 025D,Criminal damage and arson,Investigation complete; no suspect identified
1135,-1.51397500,55.11399400,On or near Bromley Gardens,Northumberland 026A,Criminal damage and arson,Investigation complete; no suspect identified
1136,-1.50912400,55.11198000,On or near Dunlin Drive,Northumberland 026B,Criminal damage and arson,Under investigation
1137,-1.50809900,55.10869600,On or near Eider Close,Northumberland 026D,Criminal damage and arson,Under investigation
1138,-1.50151700,55.10225300,On or near Sports/Recreation Area,Northumberland 026D,Criminal damage and arson,Investigation complete; no suspect identified
